-7,-81
-403,244
-495,289
-49,-103
0,54
-194,145
-242,30
-481,-294
-165,33
-62,135
220,-172
-451,-235
372,-191
424,61
221,-107
-464,-300
-377,-171
-32,-1
-160,-61
-43,98
325,206
-87,219
-233,49
218,179
82,-91
156,13
266,184
-220,-78
70,-40
-66,-53
386,-261
-94,105
-160,217
10,58
351,-156
440,261
-257,-274
-499,55
-429,212
373,262
463,34
329,-17
-388,271
-43,11
106,26
83,-192
-362,-139
-73,-19
-387,-95
-19,237
407,-69
-32,95
-193,-19
228,-259
65,-112
198,-299
-155,-224
243,-75
180,256
-402,298
312,72
134,-294
345,-180
-153,-97
-67,-89
-113,-257
-57,-224
245,-181
-140,-132
-267,149
-446,124
-490,-194
-190,-232
-176,38
-241,284
56,-251
-225,-143
335,257
-254,-249
282,-111
49,115
-350,-230
376,-236
-194,-216
271,242
104,-25
-19,280
190,-238
38,-31
290,-124
-448,281
-484,-131
-392,-98
-386,135
-278,-97
-88,-279
0,187
-291,164
458,157
22,13
-105,-145
-355,-237
-301,61
-283,-47
-70,-101
232,277
-68,17
-472,-102
-54,54
-117,-6
-136,35
481,-79
83,-135
-352,-10
-116,-234
322,-69
149,19
-124,48
-68,114
402,202
-322,-257
-470,2
-386,-28
-58,-53
486,-7
-498,212
-435,19
-363,-289
-383,12
-429,200
455,-92
-29,-166
473,-57
-235,215
79,-233
391,-33
497,76
207,27
20,272
-27,-103
-357,255
-417,51
-72,-297
-212,20
483,-147
493,34
-86,217
137,154
-206,-38
496,-128
181,125
427,-290
-372,-262
-423,-249
446,-81
133,-3
394,241
382,160
-302,248
247,207
49,-261
184,116
110,68
-252,-109
-399,-259
-298,11
-315,-229
317,-104
102,129
95,-272
61,96
69,-67
202,246
-325,74
26,61
84,-190
-62,-282
91,-43
-166,-219
333,-116
-363,-161
-235,-225
-88,265
239,293
-328,-190
201,-140
-255,-68
495,-239
-139,127
151,251
169,-210
276,-205
334,-234
-353,222
-17,157
-214,-226
-329,8
-18,-266
357,47
-336,205
-350,-196
-448,-92
-287,194
186,43
-120,-102
248,-103
95,-268
96,-29
447,-212
-38,-137
-371,171
69,-295
262,296
-366,270
157,-298
432,39
139,-136
250,280
358,234
286,-94
-435,241
-144,109
107,294
182,-222
-261,215
-99,-48
483,-121
-260,93
459,216
-17,56
87,-75
215,-260
-269,-100
152,-192
479,-20
3,-51
12,-36
309,135
454,292
240,-104
-70,208
8,177
433,282
425,-214
-131,-97
207,116
332,-275
-251,-11
-189,122
490,43
-251,-63
146,-59
-196,201
-71,143
255,223
37,172
69,53
44,217
-296,91
-422,71
358,-211
464,129
-284,116
371,167
-213,298
-447,-277
16,-112
353,154
86,82
-54,20
39,-138
476,127
-77,-32
-249,-199
464,162
-207,-26
-189,138
-100,193
470,101
15,-203
-446,258
-461,70
-1,98
-135,-205
258,-1
-118,-24
-491,-207
-473,-118
53,-135
-446,81
-479,-104
189,-147
374,271
-430,-110
467,-51
-318,102
337,-140
98,-139
-406,-163
218,-222
-25,270
400,-63
-62,249
221,-173
-189,-186
-138,-7
-143,139
486,-163
-249,172
50,93
-14,182
205,273
-384,-240
-140,-8
-429,291
317,-51
453,-287
148,16
-154,237
-42,258
-196,-183
-470,-7
-205,-218
-228,93
133,119
59,-174
-52,231
-218,239
358,268
443,14
103,-108
-104,61
397,167
-242,181
-144,77
202,-95
-103,-62
-139,256
-403,-106
431,191
41,-182
-393,-135
-320,-128
-321,-264
-141,98
-394,129
-455,278
-475,98
71,73
-458,-249
-303,-167
-215,-298
-487,31
145,80
167,-179
215,-31
179,-228
77,105
151,-174
-10,-204
-96,154
396,159
-418,-29
370,-12
226,294
260,-64
-424,-182
67,-245
333,-118
-115,279
50,122
172,236
114,-90
141,-300
-31,-44
-355,195
301,298
-225,113
-383,235
-103,-245
407,190
192,-274
38,-49
312,-298
292,-62
265,190
198,134
486,272
134,222
-384,16
149,142
170,-164
-351,228
-82,-145
-80,-92
-63,198
181,17
-238,234
-198,-103
312,287
-113,208
221,-299
202,-97
405,-43
320,31
-164,110
115,104
-305,-264
-195,31
217,264
403,16
-311,-186
373,-40
-86,28
-3,-298
228,224
102,27
-399,219
-169,191
474,43
-224,246
-414,-275
164,275
411,-193
416,92
48,-90
155,-146
347,43
367,-6
-496,-108
-377,-280
-182,296
-288,91
5,10
189,-298
-93,217
-139,45
-438,-9
-464,135
-426,-231
387,-15
-301,215
-400,167
-458,157
34,-73
373,97
87,87
371,-146
286,-272
249,-216
-141,-118
-87,-160
-272,-269
213,-46
343,-262
-424,-58
-355,89
210,252
409,242
-334,164
38,-272
-193,172
-27,177
80,-277
111,91
293,110
-7,261
-395,-64
-447,136
-31,-280
-201,-282
-127,-51
-88,201
69,-83
55,79
479,-257
300,-244
-152,293
202,-248
-337,-105
-196,-5
153,-156
456,111
389,-95
-233,221
176,175
-397,122
-15,152
393,187
-19,-110
-279,254
-427,-89
300,203
446,-108
174,-156
-22,-103
468,-15
221,-175
216,14
-189,-21
-406,-295
160,-241
-447,239
-200,-19
-142,-66
96,-262
-304,160
140,253
237,222
-229,289
-144,-69
176,-237
-232,-69
178,247
184,-68
174,-171
283,172
-301,2
89,-29
270,-163
331,130
-217,183
-20,228
436,-210
-128,92
-259,220
161,-161
8,-205
88,99
78,92
377,-295
-315,97
338,-233
-449,-113
-171,-200
-285,256
-373,288
-373,-137
140,171
318,-51
221,-211
190,-292
-359,104
-404,162
139,-15
267,-175
218,-117
-150,-243
286,-207
-306,-123
258,182
-16,245
51,-249
-342,139
456,-189
-296,257
-141,282
-67,66
23,172
-181,-224
353,-157
-1,134
308,-204
-460,-278
448,186
15,-171
43,-213
-173,245
466,287
-338,59
82,-82
115,145
-150,202
2,158
-397,-163
229,45
491,-141
-484,-278
118,219
-77,-25
167,74
154,-217
-283,-103
-474,273
225,129
334,286
-425,172
440,14
-485,141
-123,0
-74,-166
-94,153
-199,145
272,287
-471,-263
303,270
276,-286
-33,-133
227,104
495,207
240,-164
-415,-90
370,-5
93,168
-498,-213
22,296
-128,-188
298,-253
323,139
405,-261
-171,45
-488,29
-66,257
222,24
-77,110
448,-265
-90,-104
81,233
72,125
-140,215
-54,-43
-187,269
-272,129
149,-284
351,-189
34,143
409,87
-482,-123
-210,-216
-25,191
-435,101
-305,-21
196,-242
397,16
-300,-22
124,130
8,-174
146,296
191,60
339,-116
208,-208
495,-181
374,215
-415,-258
-252,134
426,120
18,101
382,298
-455,-236
93,-229
372,8
-204,163
-361,-165
-171,105
-404,50
44,-21
4,139
-428,271
163,294
346,-176
39,-157
-241,-117
322,-84
252,-181
-34,-43
-55,-271
152,-143
462,96
280,215
422,248
-312,-171
-191,-39
-125,-229
33,227
-71,67
263,-277
-384,143
374,8
-308,28
-120,207
-46,-66
177,-156
-255,-164
233,82
-69,294
165,125
-149,68
240,-267
446,168
-442,262
-73,-146
-135,278
222,259
-112,-129
-319,100
-92,-202
-434,57
-3,18
-41,42
285,177
-153,-72
283,-41
-124,-249
10,-103
-331,-126
-421,-159
-410,88
49,-70
162,78
-405,39
-448,5
343,-73
-423,149
-475,244
81,178
-302,-260
308,-130
-322,-72
195,7
-304,123
447,226
-24,-148
454,-120
5,24
-309,-120
-455,65
-326,-42
25,-60
324,-38
401,-134
200,292
-152,69
387,-169
8,22
-350,275
400,124
-219,223
-387,-105
-2,118
-473,237
162,-222
464,285
-409,-177
322,-125
-65,9
-55,-252
-349,80
-57,-174
412,51
-393,-6
-50,107
-172,75
159,-142
267,-70
-426,3
-227,292
-353,-93
66,59
-282,272
275,-283
-207,-103
-74,-127
-429,-185
-209,116
-33,-133
261,-125
-246,232
283,-270
92,-215
464,100
-289,278
201,-228
9,235
-491,-101
-121,194
218,-86
-229,-237
94,-285
344,-120
264,243
194,-26
272,155
-181,-175
-100,135
116,-146
181,-98
-191,-233
-366,100
-96,-77
403,-100
75,-252
-448,-14
68,133
419,-240
-311,-196
371,-217
496,-68
-142,-24
316,-162
113,115
-440,-255
-389,120
443,271
192,205
478,-142
107,248
178,79
-187,-276
-395,169
315,-247
-34,193
-354,247
-473,-75
-318,-37
-413,-233
489,294
472,-240
392,290
-474,237
362,-17
-336,24
124,-219
-301,137
66,-246
397,159
-352,-242
-288,-167
-238,149
-497,-30
-72,132
-384,189
428,0
-237,269
382,268
450,-247
234,66
193,-130
248,-212
327,188
-491,138
-355,181
264,22
-361,-212
-80,207
-103,243
-308,-285
493,-9
394,265
-238,-232
-348,-3
-290,123
-345,-211
-489,-70
182,212
-146,-224
408,-259
413,13
229,51
26,264
454,174
437,246
53,-32
15,70
451,-280
-340,-89
489,-25
442,228
-87,193
162,111
-386,-113
-218,-149
-143,235
-52,-42
-482,-101
-366,247
-234,209
-358,13
-226,-206
320,137
495,38
138,20
-369,48
-41,-109
57,-81
411,106
-88,-141
-278,-185
-446,-77
-405,-215
-373,175
327,169
-146,106
-175,103
364,122
24,112
486,259
131,38
29,-79
213,-215
-499,-187
-454,141
428,65
-80,12
257,15
-47,-115
499,143
-392,204
-448,-73
17,172
-216,265
-457,27
-248,-73
136,110
-149,-286
-205,-180
494,-245
414,-233
-269,-71
-431,160
328,189
111,114
-240,-286
-75,42
-13,-126
347,37
-326,220
-228,27
222,154
137,-197
-287,2
-62,-73
348,-101
351,32
-165,259
-36,-139
494,-242
-284,-111
17,-238
-401,178
191,281
127,41
194,-290
-289,135
-418,-77
141,-51
215,115
50,239
-256,-69
487,113
-259,-81
-422,-206
243,10
-327,-112
94,237
-178,157
492,-44
-468,-7
417,-162
-231,-17
-39,156
485,-28
-363,299
178,-58
192,45
-29,-55
362,-244
-246,-120
-33,297
-323,-15
264,116
-271,234
-182,-259
458,-277
-371,-5
-470,284
480,-261
224,-39
11,-77
10,-5
270,199
214,-240
360,-261
13,54
122,10
-319,-252
13,-241
-439,41
393,-86
-405,-135
103,262
-87,61
162,233
439,-69
-487,-125
-125,270
152,258
414,-281
-384,156
-486,228
-4,111
-339,-128
46,-18
269,-78
-423,61
116,107
-208,-65
-449,-118
326,-35
1,59
-392,-206
-491,16
-152,-11
27,-91
459,-49
58,-174
-59,262
-384,-219
-253,216
142,102
-438,-236
-472,-33
399,-266
-53,60
-106,-63
-193,215
-330,10
55,64
196,-238
70,-22
-104,284
-147,-183
445,32
-429,-205
21,-249
-356,-188
-396,-288
-412,-41
75,-270
246,-182
-384,-285
-224,201
60,201
298,-250
-362,-249
279,7
-314,234
-254,-288
60,188
341,27
-318,225
-122,-35
-209,-104
-453,-173
-114,-188
-233,60
-154,-28
317,209
-413,0
-339,-6
213,133
-51,-269
-193,170
-6,239
-365,-260
-1,-180
-468,-233
356,151
-420,214
211,169
415,-139
-65,-133
231,-52
-66,29
274,-137
-255,125
489,-212
401,54
-86,-52
492,-201
-80,-138
-360,-258
-183,-79
231,-59
-279,-272
412,-245
-306,171
350,-138
-445,-245
82,-153
-408,61
253,-282
170,-236
210,-31
-121,72
-455,-193
-35,-165
385,-174
235,-178
63,76
336,39
7,8
202,294
19,-51
434,241
-222,7
-1,-12
-166,-10
24,180
-255,-133
-210,-162
96,-145
-352,-93
-390,31
1,88
283,-114
375,19
-428,249
-131,200
358,144
12,-11
293,-53
166,-278
8,-228
187,94
-138,-68
-281,-74
-270,248
219,230
18,-123
-294,125
268,-31
88,108
-454,-139
142,-289
121,-160
-431,120
460,-227
-92,-104
-298,272
323,-104
-24,44
186,-233
439,-167
452,28
265,148
232,126
266,-24
-375,50
322,-180
-386,173
-231,-260
-15,226
63,212
-133,262
485,-190
0,-117
-473,12
-377,82
390,-262
-203,-276
105,221
138,3
396,264
-332,-276
-148,198
-141,112
409,-171
437,131
-251,-111
290,292
-436,51
314,119
212,-197
-482,111
87,236
-307,248
239,135
-336,-13
490,-29
264,115
-426,28
-330,81
15,65
-301,67
350,259
177,146
92,138
-270,-29
-249,282
-33,-122
-252,-226
484,-202
-66,91
-198,264
-283,145
-475,175
491,-27
-177,-289
203,290
148,265
-205,266
-488,167
-444,23
-226,-87
-113,-25
123,-2
458,48
-423,-194
244,-152
-240,272
421,-88
162,-272
-143,121
238,196
302,-48
457,30
-500,22
191,52
389,43
111,-49
157,68
-488,169
180,99
446,-286
481,-170
-342,-132
353,178
489,-202
-279,257
124,142
208,-287
432,235
-328,-104
-370,89
-338,237
166,230
-416,-223
183,-59
-184,141
-302,161
446,-211
136,-36
-94,-74
113,16
386,-140
367,278
-472,79
-53,-147
240,87
-378,14
321,-170
497,198
-15,44
-367,155
142,273
237,-110
267,238
-485,-8
343,149
-221,247
412,-230
-463,-148
-257,138
-296,-201
227,-245
13,-117
251,-180
498,270
-264,175
-196,267
343,-268
-200,-50
-441,184
329,-201
-359,53
-243,27
-79,-76
184,0
204,248
241,-80
146,-211
-436,-25
446,-247
392,-64
-68,2
-142,-44
243,40
489,189
499,-4
-205,-173
344,256
456,228
-481,49
-386,241
-24,187
-307,-265
-467,-196
484,19
306,252
466,250
-306,19
402,288
73,292
-295,263
-250,-264
418,-38
475,54
348,290
142,73
274,-47
226,-294
27,-267
-53,-287
-37,199
174,-114
378,-227
469,148
-437,245
-294,296
-16,59
233,-2
76,-51
-374,286
-263,293
-321,181
364,-242
-237,102
277,-62
-28,186
411,-181
-37,198
-385,-31
-342,140
79,-36
421,205
159,107
-37,102
403,84
102,-264
-472,84
345,-212
-469,-191
339,-82
-390,-90
-14,-207
-86,-65
297,-20
-271,270
-12,140
-259,-195
371,50
-340,-35
-323,262
14,-82
79,-164
455,-120
-386,-98
-359,-198
41,-294
490,-152
-150,261
82,122
439,-200
-360,11
444,123
21,176
419,-25
-15,202
366,-112
-332,253
372,59
88,169
211,-205
5,-208
-98,-101
445,-46
223,247
-102,46
293,107
-204,-134
33,-279
71,140
-2,-35
-236,-46
120,-117
415,-57
-26,-108
-175,143
426,-268
-81,21
361,71
-325,-270
-218,38
-367,-215
-364,-108
317,-191
20,198
-205,283
483,-213
-73,-76
208,248
214,-267
-251,231
-332,193
267,-192
127,79
-37,-88
-396,17
2,178
241,-124
420,-76
315,185
461,-21
-223,171
-108,17
1,-110
0,-290
241,-49
-32,52
-320,153
-162,144
54,247
195,-178
97,-241
-159,-156
121,-257
4,18
-425,178
435,183
353,-171
-354,144
-423,-238
-416,157
-344,44
311,-124
-475,-147
-38,-277
410,-75
-118,-56
-224,68
51,-197
-343,-175
-379,-266
407,171
-185,291
-228,-168
-189,-233
-383,189
376,-195
-469,150
331,103
-302,230
255,89
284,265
327,166
-366,-73
410,55
-319,52
-321,-192
-276,-146
424,77
32,110
91,-202
144,155
278,167
226,-245
-244,-93
297,92
-178,82
284,-30
171,-112
496,257
-285,256
241,-162
456,257
39,249
-49,-152
46,-155
-403,-75
-218,116
453,50
477,100
-47,10
481,46
-137,271
-301,-231
230,191
-216,-54
-208,263
-166,-248
411,-224
-74,-115
-197,297
247,-161
-150,85
-13,159
387,-145
308,-119
-301,179
-222,-226
-471,183
-201,206
-273,-38
-12,-46
-47,91
-62,-286
-130,133
331,-174
181,-78
-255,146
474,-179
47,-51
289,-91
-113,10
-127,159
244,-78
-467,10
-462,-255
223,-95
194,177
-394,-220
250,-37
-198,249
492,71
-228,242
-130,175
-428,-242
82,214
158,-228
135,190
68,36
-161,-157
378,-263
-382,-294
-475,197
324,279
110,-293
378,-3
-114,83
19,-74
362,73
396,253
48,31
44,-78
-446,-4
186,-193
-20,-220
52,-7
-479,11
-343,25
242,-35
361,195
153,-233
-317,-274
-397,-157
351,-203
-84,-41
317,62
56,-80
254,209
-9,94
90,267
-288,-297
-495,-236
281,72
-210,261
462,-159
-344,-2
-88,57
-29,-249
-320,177
-9,93
-500,-227
-160,104
-455,249
94,83
74,241
181,-69
-456,228
119,-117
163,-175
297,23
-392,9
395,-104
355,231
-196,160
182,-282
45,294
434,51
157,-36
-50,-77
245,-249
366,173
173,247
-139,-45
183,247
-465,-300
209,111
48,126
-407,233
-63,107
116,25
348,-294
448,-216
-475,151
140,-182
-428,-147
60,294
-479,291
64,-290
455,132
279,-39
-52,292
-224,173
23,-137
330,288
211,-68
365,-63
-477,-77
-496,114
142,-269
108,26
-178,135
417,-72
-317,186
0,-54
61,-48
361,-209
-182,-282
-307,81
181,-299
286,-17
-320,-21
222,-255
-469,-197
277,-26
-91,-290
-97,299
-414,-262
30,5
485,-22
-124,-279
-248,14
-21,-287
-253,-236
-128,122
41,-1
-491,-300
-359,215
-193,81
-5,-47
-497,122
241,201
-259,-162
320,277
209,-19
-345,-149
-196,-268
312,-266
-17,-295
428,-163
-95,209
-164,29
343,0
-51,-296
-81,-271
-212,-107
215,255
-422,-190
-108,-268
193,112
-132,47
-360,-218
-425,-245
92,-63
52,13
280,-222
136,70
133,7
-35,243
181,-161
112,97
349,88
275,69
-151,76
5,50
477,-116
-18,-68
-319,42
-33,-211
156,-107
-231,286
277,185
126,-111
-323,-106
-83,-212
241,2
153,-127
63,281
-388,267
-226,292
248,-13
387,-161
127,-132
273,0
203,-212
-23,-179
480,212
-349,20
345,34
84,-239
-192,-259
-16,-220
-278,-96
185,-175
58,-245
-136,188
469,22
476,108
-289,-145
241,-217
491,254
-405,142
128,-153
427,107
-214,-8
-319,160
-153,-268
131,-158
252,255
148,-114
-26,-29
-112,-253
-267,-14
7,96
-27,165
361,47
-48,212
297,-270
-439,-249
117,228
-414,-291
364,52
304,-62
-415,230
389,110
255,274
318,228
406,-247
318,264
-419,253
-13,237
-264,176
224,-26
-292,-264
-149,251
24,-134
167,-89
-258,76
53,167
-421,175
462,173
-13,-19
-116,206
-303,183
-278,-104
-490,-158
425,153
-42,219
-372,172
-141,185
-490,-219
13,-142
99,-153
295,-216
-436,131
368,-99
-217,36
-72,101
-169,-143
-95,-260
-345,138
-23,-96
-211,-145
-355,247
-300,53
423,51
-190,43
-101,5
-300,52
143,273
375,45
465,-167
345,74
-395,84
-386,-268
-409,56
-257,-162
38,-211
416,296
-30,-204
-343,59
16,185
159,-26
-173,-292
-28,280
-188,-18
-379,-105
405,186
-342,152
187,185
291,-176
179,-172
-103,-77
-74,163
-294,27
-401,-101
1,76
125,-120
30,117
196,-177
-102,-95
473,-1
-499,-65
-19,272
379,-146
481,-195
-483,-243
-420,-57
-60,115
281,-134
195,42
-12,179
-386,-151
342,-22
-275,50
431,-164
445,288
468,53
-415,190
313,28
-315,-84
168,255
244,-205
-37,-215
146,180
-386,-215
-284,-237
-151,-44
126,274
-28,-2
149,-13
-20,229
-273,245
13,-113
-264,-12
472,-43
-337,194
-128,95
-440,106
55,-134
-462,-121
-386,-184
467,-144
-315,279
155,-66
191,-100
39,281
-454,-23
-393,-160
-267,53
-46,-8
-373,219
384,32
88,-242
-151,-110
73,27
-412,219
-160,-265
178,151
24,-277
228,-1
-418,29
193,84
393,153
-67,-271
-340,-217
-233,-60
-335,207
370,157
-280,58
-137,186
24,267
448,34
493,-201
479,152
-117,160
-144,291
370,-264
-219,20
43,-180
465,-217
-71,222
-393,-202
267,-296
-108,-46
313,-10
186,-229
-59,-181
-210,-230
485,103
-468,197
-394,23
-231,-13
419,285
-198,17
269,-94
-285,-37
389,89
434,-57
137,-10
134,-177
-413,-281
-302,-43
-120,106
198,-268
295,159
400,-172
24,71
142,247
0,285
319,138
-358,299
107,182
-9,17
-191,-217
-230,242
264,-212
-403,263
-353,24
-80,-288
-296,176
348,55
-94,-209
-6,160
135,286
-207,23
-2,-16
-248,216
-414,205
96,284
-110,-35
382,258
-334,56
-352,213
-119,-108
398,53
-372,-122
475,-8
-220,-100
395,74
-412,242
119,-237
102,123
215,136
-226,219
472,44
-330,-293
-482,41
-364,-43
75,73
313,-152
441,-62
-333,-266
-387,-87
-491,-260
-332,-242
-443,201
-62,17
191,-37
-96,-37
-256,31
294,-199
-258,159
-22,-20
-474,-263
-305,228
-83,-283
202,270
35,-9
-359,-125
253,230
-27,51
-150,204
-383,-62
193,-120
483,34
-447,96
-389,129
224,-254
-183,-203
296,197
-36,69
-425,-173
-144,-287
-370,-214
-456,45
-300,164
261,-78
187,147
-67,261
-132,17
-361,-124
-297,127
110,286
142,260
-116,-261
194,-39
441,-164
-307,42
68,228
-206,239
249,-265
138,-100
276,65
-495,110
-467,-5
-192,-41
317,-86
-316,-76
423,-224
-418,-203
50,118
380,-268
-137,-254
-487,-6
-402,-130
393,294
325,169
-313,71
19,275
490,-108
474,-269
437,258
252,-102
-338,71
56,-259
-70,-180
444,71
-1,208
-91,126
409,-278
157,87
433,279
444,-84
299,109
-486,-235
-257,-17
-12,-99
-221,-198
437,-122
23,39
151,-225
473,35
-246,-235
177,-133
60,-152
55,-269
249,-8
-324,105
221,55
63,-282
-192,121
-151,221
410,217
-77,-217
-345,293
134,86
260,45
-206,-224
155,-240
188,142
275,201
-46,-266
-60,288
-439,-91
-87,-253
-175,-63
-258,-186
-394,-201
20,-96
-445,-272
-285,-152
-190,-278
-424,-232
79,220
-153,-287
-178,289
387,-225
-22,40
11,-57
280,11
415,-210
-198,144
412,-84
264,-67
203,-271
-36,271
-319,-194
317,-156
235,-201
-193,143
-176,175
321,212
-133,-51
295,36
-423,254
-296,219
264,170
-421,217
169,-141
286,-146
287,-260
-265,242
-360,159
134,3
172,42
-406,-72
99,290
-397,270
-404,-96
209,-295
236,275
-77,293
-61,-257
34,-195
157,-300
-417,-52
-297,194
-182,82
-295,-236
-275,-63
339,282
-112,193
-53,-133
110,-56
-138,274
320,-98
-156,-39
240,-55
489,147
113,260
313,-169
-179,221
292,26
-233,-137
-453,267
234,69
258,-227
201,256
-338,-295
193,-134
-176,-134
60,188
-414,253
175,-58
210,232
430,-27
-171,-70
343,266
-162,84
-340,296
-441,247
21,-194
-378,-275
-123,-290
100,204
-348,156
51,233
-3,-109
366,-103
-304,-195
197,-210
-405,-166
152,-257
-59,227
460,-239
-285,63
-308,141
198,-19
2,218
-139,179
-162,-147
-425,150
-482,173
459,43
415,-172
-12,206
258,59
119,-295
291,-91
-377,-129
454,128
-21,-222
387,183
-210,42
-324,147
-305,-138
11,-30
426,8
-390,-104
447,-220
-83,174
-319,-263
75,225
-190,51
-259,261
149,-152
-475,297
-436,-38
411,68
35,-244
260,-184
-12,-175
13,-226
189,209
-418,-278
-49,269
154,296
160,77
-499,279
76,-192
-209,-138
191,-36
17,-236
-50,71
21,-116
158,-51
-221,9
181,202
257,70
-240,82
-133,217
-364,-145
-109,81
490,-140
499,230
157,-288
-248,-168
405,-156
-87,34
145,64
-271,-216
-168,195
433,-177
312,202
-46,-204
-213,147
0,-241
463,-118
-77,-191
181,-164
-29,293
125,170
193,291
-337,264
-394,-278
61,39
-162,79
175,-113
61,129
487,233
333,-249
366,140
462,-164
222,30
296,-175
-269,110
